13,68,225
13,22,783
13,23,1359
13,24,1763
13,25,1561
13,26,1330
13,27,828
13,28,630
13,29,530
13,30,395
13,32,354
13,31,339
13,70,119
13,71,42
13,59,794
13,58,1004
13,57,1121
13,19,157
13,56,992
13,55,973
13,17,43
13,18,70
13,16,5
13,21,575
13,20,354
13,64,396
13,65,382
13,62,421
13,63,381
13,60,570
13,61,466
13,49,541
13,48,358
13,45,412
13,44,322
13,47,369
13,46,320
13,51,600
13,52,615
13,53,895
13,54,1022
13,50,515
14,35,71
14,36,76
14,33,45
14,34,75
14,39,69
14,37,123
14,38,78
14,43,47
14,42,50
14,41,82
14,40,106
14,67,65
14,66,44
14,69,36
14,68,27
14,22,208
14,23,323
14,24,414
14,25,417
14,26,354
14,27,191
14,28,215
14,29,97
14,30,108
14,32,63
14,31,109
14,70,32
14,71,13
14,72,11
14,59,174
14,58,149
14,57,191
14,19,32
14,56,152
14,55,239
14,17,18
14,18,23
14,15,2
14,21,146
14,20,71
14,64,98
14,65,38
14,62,87
14,63,105
14,60,127
14,61,127
14,49,192
14,48,74
14,45,83
14,44,61
14,47,76
14,46,100
14,51,206
14,52,325
14,53,206
14,54,227
14,50,164
15,35,134
15,36,140
15,33,155
15,34,148
15,39,173
15,37,148
15,38,182
15,43,170
15,42,149
15,41,171
15,40,174
15,67,316
15,66,153
15,69,18
15,68,78
15,22,357
15,23,388
15,24,627
15,25,896
15,26,1082
15,27,1054
15,28,751
15,29,480
15,30,334
15,32,196
15,31,178
15,59,357
15,58,401
15,57,662
15,19,28
15,56,835
15,55,843
15,17,2
15,18,16
15,21,261
15,20,112
15,64,244
15,65,188
15,62,198
15,63,190
15,60,251
15,61,197
15,49,224
15,48,198
15,45,154
15,44,131
15,47,183
15,46,166
15,51,297
15,52,476
15,53,555
15,54,709
15,50,279
16,35,2528
16,36,2607
16,33,2867
16,34,2496
16,39,2835
16,37,2460
16,38,2679
16,43,2697
16,42,2784
16,41,2689
16,40,2721
16,67,1366
16,66,1608
16,69,610
16,68,1214
16,22,3110
16,23,4658
16,24,7464
16,25,10307
16,26,10204
16,27,9651
16,28,6322
16,29,4889
16,30,3714
16,32,2976
16,31,3046
16,70,145
16,59,3345
16,58,4360
16,57,6191
16,19,746
16,56,7403
16,55,7282
16,17,85
16,18,286
16,15,1
16,16,88
16,21,2135
16,20,1317
16,64,1777
16,65,1770
16,62,1878
16,63,1992
16,60,2637
16,61,1953
16,49,3000
16,48,3287
16,45,2774
16,44,2613
16,47,2756
16,46,2755
16,51,3720
16,52,5062
16,53,5864
16,54,7684
16,50,3374
17,35,399
17,36,397
17,33,429
17,34,352
17,39,465
17,37,381
17,38,359
17,43,521
17,42,478
17,41,442
17,40,430
17,67,168
17,66,596
17,69,51
17,68,81
17,22,386
17,23,627
17,24,1035
17,25,1535
17,26,1704
17,27,1454
17,28,867
17,29,790
17,30,540
17,32,453
17,31,486
17,70,19
17,71,8
17,59,480
17,58,753
17,57,911
17,19,67
17,56,1139
17,55,1162
17,17,11
17,18,13
17,15,1
17,16,6
17,21,245
17,20,103
17,64,199
17,65,183
17,62,260
17,63,231
17,60,409
17,61,296
17,49,502
17,48,492
17,45,439
17,44,466
17,47,509
17,46,457
17,51,623
17,52,795
17,53,1021
17,54,1291
17,50,520
18,35,245
18,36,248
18,33,252
18,34,224
18,39,262
18,37,261
18,38,253
18,43,209
18,42,223
18,41,261
18,40,265
18,67,182
18,66,298
18,69,104
18,68,236
18,22,930
18,23,1206
18,24,1769
18,25,1595
18,26,1253
18,27,1129
18,28,777
18,29,564
18,30,391
18,32,284
18,31,299
18,70,60
18,71,2
18,59,523
18,58,831
18,57,996
18,19,178
18,56,1026
18,55,1070
18,18,24
18,21,555
18,20,264
18,64,365
18,65,304
18,62,287
18,63,299
18,60,372
18,61,443
18,49,375
18,48,322
18,45,214
18,44,230
18,47,285
18,46,255
18,51,401
18,52,679
18,53,772
18,54,1036
18,50,370
19,35,597
19,36,643
19,33,663
19,34,867
19,39,304
19,37,391
19,38,348
19,43,147
19,42,232
19,41,147
19,40,201
19,67,16
19,66,15
19,69,7
19,68,6
19,22,335
19,23,458
19,24,512
19,25,725
19,26,733
19,27,645
19,28,736
19,29,857
19,30,807
19,32,672
19,31,839
19,70,12
19,71,3
19,59,83
19,58,80
19,57,116
19,19,29
19,56,115
19,55,103
19,17,16
19,18,20
19,21,182
19,20,36
19,64,69
19,65,33
19,62,32
19,63,57
19,60,36
19,61,68
19,49,95
19,48,97
19,45,139
19,44,124
19,47,78
19,46,124
19,51,161
19,52,231
19,53,129
19,54,131
19,50,69
20,35,108
20,36,108
20,33,108
20,34,104
20,39,110
20,37,112
20,38,91
20,43,67
20,42,68
20,41,63
20,40,80
20,67,21
20,66,54
20,69,6
20,68,29
20,22,269
20,23,408
20,24,281
20,25,274
20,26,169
20,27,147
20,28,104
20,29,127
20,30,79
20,32,122
20,31,133
20,59,145
20,58,182
20,57,223
20,19,88
20,56,148
20,55,159
20,21,208
20,20,101
20,64,39
20,65,27
20,62,45
20,63,45
20,60,83
20,61,65
20,49,155
20,48,114
20,45,76
20,44,86
20,47,113
20,46,100
20,51,175
20,52,193
20,53,173
20,54,185
20,50,156
21,35,430
21,36,420
21,33,449
21,34,385
21,39,494
21,37,439
21,38,514
21,43,484
21,42,418
21,41,569
21,40,413
21,67,284
21,66,332
21,69,139
21,68,174
21,22,702
21,23,1111
21,24,1578
21,25,2257
21,26,2955
21,27,2483
21,28,1511
21,29,881
21,30,1064
21,32,518
21,31,633
21,70,47
21,59,786
21,58,1041
21,57,1384
21,19,110
21,56,1890
21,55,1921
21,17,8
21,18,47
21,21,510
21,20,277
21,64,413
21,65,357
21,62,382
21,63,343
21,60,502
21,61,484
21,49,555
21,48,422
21,45,484
21,44,473
21,47,529
21,46,460
21,51,726
21,52,1239
21,53,1184
21,54,1917
21,50,577
22,35,256
22,36,279
22,33,315
22,34,266
22,39,329
22,37,284
22,38,333
22,43,338
22,42,334
22,41,405
22,40,378
22,67,351
22,66,380
22,69,148
22,68,213
22,22,653
22,23,993
22,24,1734
22,25,2176
22,26,1968
22,27,1428
22,28,1065
22,29,690
22,30,492
22,32,305
22,31,348
22,70,62
22,71,37
22,59,664
22,58,955
22,57,1168
22,19,99
22,56,1275
22,55,1215
22,17,10
22,18,36
22,15,1
22,16,7
22,21,351
22,20,183
22,64,399
22,65,444
22,62,480
22,63,387
22,60,518
22,61,487
22,49,420
22,48,345
22,45,334
22,44,425
22,47,353
22,46,331
22,51,592
22,52,729
22,53,1114
22,54,1252
22,50,463
23,35,937
23,36,1009
23,33,909
23,34,869
23,39,1082
23,37,936
23,38,1019
23,43,1019
23,42,1118
23,41,1118
23,40,1096
23,67,743
23,66,970
23,69,310
23,68,537
23,22,1463
23,23,2170
23,24,3543
23,25,5453
23,26,6116
23,27,5803
23,28,3246
23,29,2102
23,1,23
23,30,1470
23,32,1008
23,31,1071
23,70,198
23,71,58
23,72,40
23,59,1506
23,58,2136
23,57,3025
23,19,236
23,56,4101
23,55,4773
23,17,40
23,18,111
23,16,15
23,21,883
23,20,455
23,64,1341
23,65,1204
23,62,1178
23,63,1235
23,60,1307
23,61,1183
23,49,1170
23,48,1313
23,45,965
23,44,1060
23,47,1059
23,46,1093
23,51,1703
23,52,2809
23,53,3108
23,54,4937
23,50,1326
24,35,682
24,36,655
24,33,837
24,34,693
24,39,755
24,37,623
24,38,747
24,43,767
24,42,748
24,41,766
24,40,711
24,67,235
24,66,285
24,69,67
24,68,173
24,22,1387
24,23,1398
24,24,1817
24,25,1836
24,26,1760
24,27,1689
24,28,1430
24,29,1328
24,30,1158
24,32,918
24,31,951
24,70,29
24,71,3
24,59,544
24,58,701
24,57,907
24,19,144
24,56,983
24,55,1146
24,17,17
24,18,61
24,16,3
24,21,738
24,20,369
24,64,331
24,65,333
24,62,368
24,63,397
24,60,471
24,61,432
24,49,816
24,48,776
24,45,706
24,44,789
24,47,786
24,46,755
24,51,1165
24,52,1356
24,53,1291
24,54,1129
24,50,987
25,35,270
25,36,288
25,33,278
25,34,277
25,39,274
25,37,278
25,38,250
25,43,237
25,42,337
25,41,316
25,40,338
25,67,237
25,66,218
25,69,77
25,68,105
25,22,492
25,23,728
25,24,851
25,25,1124
25,26,1102
25,27,1527
25,28,1011
25,29,612
25,30,392
25,32,247
25,31,357
25,70,32
25,59,388
25,58,518
25,57,722
25,19,81
25,56,779
25,55,1092
25,17,2
25,18,41
25,16,1
25,21,324
25,20,179
25,64,313
25,65,243
25,62,314
25,63,229
25,60,304
25,61,294
25,49,433
25,48,296
25,45,290
25,44,326
25,47,352
25,46,285
25,51,573
25,52,875
25,53,786
25,54,1184
25,50,558
26,35,234
26,36,322
26,33,271
26,34,275
26,39,272
26,37,358
26,38,316
26,43,238
26,42,259
26,41,272
26,40,336
26,67,281
26,66,197
26,69,110
26,68,143
26,22,1030
26,23,1330
26,24,1452
26,25,1247
26,26,1180
26,27,732
26,28,513
26,29,405
26,30,287
26,32,236
26,31,308
26,59,709
26,58,688
26,57,791
26,19,193
26,56,847
26,55,963
26,17,1
26,18,25
26,21,663
26,20,368
26,64,306
26,65,364
26,62,320
26,63,342
26,60,518
26,61,414
26,49,388
26,48,414
26,45,281
26,44,246
26,47,295
26,46,306
26,51,695
26,52,817
26,53,1004
26,54,966
26,50,453
27,35,45
27,36,33
27,33,47
27,34,42
27,39,56
27,37,53
27,38,44
27,43,47
27,42,78
27,41,56
27,40,47
27,67,45
27,66,57
27,69,49
27,68,44
27,22,213
27,23,306
27,24,450
27,25,609
27,26,501
27,27,264
27,28,166
27,29,94
27,30,70
27,32,43
27,31,64
27,70,16
27,71,8
27,59,126
27,58,197
27,57,300
27,19,31
27,56,297
27,55,375
27,17,7
27,18,25
27,21,131
27,20,70
27,64,67
27,65,60
27,62,95
27,63,95
27,60,88
27,61,82
27,49,111
27,48,89
27,45,62
27,44,57
27,47,75
27,46,65
27,51,148
27,52,249
27,53,209
27,54,352
27,50,130
28,35,732
28,36,775
28,33,778
28,34,670
28,39,822
28,37,789
28,38,801
28,43,867
28,42,887
28,41,942
28,40,898
28,67,539
28,66,683
28,69,259
28,68,440
28,22,921
28,23,1320
28,24,2081
28,25,3973
28,26,4896
28,27,5077
28,28,3053
28,29,1972
28,30,1487
28,32,826
28,31,948
28,70,84
28,71,37
28,59,1271
28,58,1799
28,57,2624
28,19,157
28,56,3401
28,55,3431
28,17,52
28,18,77
28,16,18
28,21,665
28,20,304
28,64,837
28,65,721
28,62,854
28,63,835
28,60,998
28,61,929
28,49,933
28,48,912
28,45,823
28,44,799
28,47,832
28,46,848
28,51,1529
28,52,2011
28,53,2263
28,54,3554
28,50,996
29,35,100
29,36,128
29,33,133
29,34,129
29,39,117
29,37,145
29,38,146
29,43,150
29,42,110
29,41,116
29,40,122
29,67,115
29,66,142
29,69,81
29,68,83
29,22,377
29,23,564
29,24,804
29,25,930
29,26,866
29,27,665
29,28,399
29,29,264
29,30,178
29,32,125
29,31,146
29,70,23
29,71,2
29,59,248
29,58,418
29,57,503
29,19,70
29,56,565
29,55,540
29,17,22
29,18,31
29,21,276
29,20,172
29,64,158
29,65,163
29,62,152
29,63,209
29,60,210
29,61,180
29,49,160
29,48,166
29,45,133
29,44,130
29,47,173
29,46,114
29,51,267
29,52,374
29,53,435
29,54,539
29,50,221
30,35,76
30,36,80
30,33,64
30,34,65
30,39,78
30,37,86
30,38,90
30,43,78
30,42,61
30,41,67
30,40,64
30,67,92
30,66,100
30,69,11
30,68,48
30,22,407
30,23,585
30,24,695
30,25,695
30,26,541
30,27,313
30,28,221
30,29,137
30,30,118
30,32,86
30,31,67
30,59,212
30,58,316
30,57,375
30,19,86
30,56,430
30,55,413
30,17,1
30,18,6
30,21,250
30,20,132
30,64,81
30,65,117
30,62,126
30,63,97
30,60,164
30,61,156
30,49,153
30,48,75
30,45,86
30,44,74
30,47,105
30,46,86
30,51,211
30,52,243
30,53,316
30,54,340
30,50,154
31,35,91
31,36,75
31,33,73
31,34,78
31,39,96
31,37,115
31,38,83
31,43,81
31,42,107
31,41,114
31,40,104
31,67,118
31,66,150
31,69,111
31,68,107
31,22,401
31,23,604
31,24,839
31,25,837
31,26,582
31,27,361
31,28,204
31,29,146
31,30,116
31,32,88
31,31,102
31,70,25
31,71,11
31,59,385
31,58,447
31,57,372
31,19,96
31,56,412
31,55,354
31,17,11
31,18,48
31,21,264
31,20,149
31,64,151
31,65,147
31,62,170
31,63,182
31,60,184
31,61,193
31,49,103
31,48,116
31,45,75
31,44,68
31,47,138
31,46,104
31,51,197
31,52,207
31,53,245
31,54,372
31,50,165
32,35,242
32,36,243
32,33,228
32,34,231
32,39,333
32,37,249
32,38,230
32,43,226
32,42,294
32,41,271
32,40,257
32,67,267
32,66,308
32,69,106
32,68,226
32,22,657
32,23,771
32,24,1169
32,25,1311
32,26,1095
32,27,1037
32,28,756
32,29,597
32,30,393
32,32,320
32,31,281
32,70,34
32,59,427
32,58,584
32,57,710
32,19,109
32,56,800
32,55,955
32,17,7
32,18,50
32,21,392
32,20,226
32,64,326
32,65,299
32,62,295
32,63,304
32,60,352
32,61,328
32,49,341
32,48,342
32,45,267
32,44,298
32,47,305
32,46,320
32,51,622
32,52,849
32,53,867
32,54,973
32,50,452
33,35,120
33,36,118
33,33,125
33,34,119
33,39,122
33,37,128
33,38,101
33,43,155
33,42,137
33,41,135
33,40,114
33,67,179
33,66,145
33,69,8
33,68,25
33,22,60
33,23,78
33,24,136
33,25,153
33,26,159
33,27,226
33,28,268
33,29,223
33,30,157
33,32,122
33,31,146
33,59,140
33,58,157
33,57,216
33,19,18
33,56,256
33,55,299
33,18,2
33,21,22
33,20,22
33,64,145
33,65,145
33,62,135
33,63,115
33,60,111
33,61,138
33,49,169
33,48,155
33,45,143
33,44,140
33,47,137
33,46,88
33,51,169
33,52,216
33,53,288
33,54,295
33,50,187
34,35,1581
34,36,1777
34,33,1532
34,34,1542
34,39,1992
34,37,1721
34,38,1839
34,43,1894
34,42,1946
34,41,2028
34,40,2008
34,67,1723
34,66,1927
34,69,368
34,68,887
34,22,1622
34,23,2484
34,24,3490
34,25,4987
34,26,5788
34,27,6187
34,28,4618
34,29,3780
34,30,2724
34,32,1691
34,31,1947
34,70,164
34,71,63
34,72,38
34,59,2996
34,58,3674
34,57,5423
34,19,251
34,56,6059
34,55,6208
34,17,22
34,18,128
34,16,3
34,21,1133
34,20,588
34,64,2488
34,65,2200
34,62,2270
34,63,2179
34,60,2405
34,61,2470
34,49,2194
34,48,2019
34,45,1866
34,44,1888
34,47,1939
34,46,2030
34,51,2692
34,52,3680
34,53,4392
34,54,5502
34,50,2360
35,35,337
35,36,308
35,33,387
35,34,354
35,39,384
35,37,370
35,38,359
35,43,355
35,42,317
35,41,298
35,40,389
35,67,317
35,66,293
35,69,168
35,68,263
35,22,897
35,23,838
35,24,1255
35,25,1606
35,26,1521
35,27,1331
35,28,868
35,29,626
35,30,524
35,32,392
35,31,396
35,70,32
35,59,639
35,58,734
35,57,765
35,19,128
35,56,1197
35,55,1173
35,17,14
35,18,66
35,21,590
35,20,321
35,64,383
35,65,331
35,62,386
35,63,362
35,60,466
35,61,383
35,49,426
35,48,431
35,45,349
35,44,302
35,47,440
35,46,420
35,51,633
35,52,889
35,53,1063
35,54,1141
35,50,423
36,35,85
36,36,106
36,33,115
36,34,96
36,39,110
36,37,127
36,38,120
36,43,104
36,42,120
36,41,108
36,40,124
36,67,115
36,66,118
36,69,61
36,68,90
36,22,363
36,23,601
36,24,852
36,25,1138
36,26,873
36,27,670
36,28,389
36,29,267
36,30,181
36,32,111
36,31,155
36,70,16
36,59,276
36,58,355
36,57,517
36,19,56
36,56,579
36,55,592
36,17,29
36,18,32
36,16,1
36,21,235
36,20,106
36,64,144
36,65,140
36,62,135
36,63,147
36,60,212
36,61,135
36,49,135
36,48,141
36,45,147
36,44,108
36,47,136
36,46,155
36,51,236
36,52,338
36,53,377
36,54,612
36,50,160
37,35,283
37,36,323
37,33,304
37,34,354
37,39,360
37,37,333
37,38,372
37,43,328
37,42,299
37,41,378
37,40,422
37,67,353
37,66,363
37,69,156
37,68,283
37,22,867
37,23,1280
37,24,1845
37,25,2330
37,26,2208
37,27,1865
37,28,1233
37,29,857
37,30,599
37,32,347
37,31,491
37,70,44
37,59,741
37,58,1082
37,57,1482
37,19,134
37,56,1536
37,55,1569
37,17,17
37,18,50
37,21,514
37,20,292
37,64,413
37,65,483
37,62,470
37,63,408
37,60,533
37,61,497
37,49,488
37,48,417
37,45,415
37,44,407
37,47,450
37,46,407
37,51,616
37,52,885
37,53,1143
37,54,1562
37,50,523
38,35,151
38,36,144
38,33,158
38,34,117
38,39,143
38,37,162
38,38,124
38,43,145
38,42,105
38,41,143
38,40,154
38,67,136
38,66,188
38,69,32
38,68,112
38,22,431
38,23,662
38,24,938
38,25,1063
38,26,850
38,27,718
38,28,449
38,29,273
38,30,218
38,32,132
38,31,153
38,59,339
38,58,791
38,57,515
38,19,84
38,56,675
38,55,815
38,18,15
38,21,273
38,20,161
38,64,227
38,65,151
38,62,154
38,63,258
38,60,263
38,61,245
38,49,237
38,48,176
38,45,184
38,44,128
38,47,189
38,46,145
38,51,341
38,52,366
38,53,383
38,54,501
38,50,177
39,35,310
39,36,340
39,33,319
39,34,308
39,39,369
39,37,379
39,38,357
39,43,374
39,42,416
39,41,356
39,40,345
39,67,288
39,66,367
39,69,147
39,68,266
39,22,665
39,23,971
39,24,1346
39,25,1767
39,26,1569
39,27,1611
39,28,971
39,29,752
39,30,553
39,32,362
39,31,441
39,70,13
39,59,543
39,58,772
39,57,1161
39,19,155
39,56,1158
39,55,1516
39,17,2
39,18,98
39,21,438
39,20,274
39,64,395
39,65,376
39,62,329
39,63,343
39,60,412
39,61,371
39,49,498
39,48,437
39,45,392
39,44,361
39,47,426
39,46,376
39,51,694
39,52,884
39,53,1073
39,54,1374
39,50,521
40,35,136
40,36,160
40,33,131
40,34,152
40,39,174
40,37,145
40,38,182
40,43,155
40,42,145
40,41,158
40,40,171
40,67,151
40,66,222
40,69,77
40,68,99
40,22,413
40,23,615
40,24,1012
40,25,1007
40,26,1108
40,27,1255
40,28,705
40,29,353
40,30,219
40,32,145
40,31,174
40,70,22
40,59,345
40,58,457
40,57,507
40,19,68
40,56,744
40,55,777
40,17,19
40,18,32
40,16,1
40,21,258
40,20,132
40,64,257
40,65,278
40,62,181
40,63,219
40,60,224
40,61,222
40,49,212
40,48,196
40,45,154
40,44,148
40,47,231
40,46,152
40,51,294
40,52,696
40,53,629
40,54,804
40,50,221
41,35,66
41,36,95
41,33,90
41,34,127
41,39,84
41,37,123
41,38,95
41,43,83
41,42,78
41,41,99
41,40,125
41,67,12
41,66,13
41,69,10
41,68,23
41,22,100
41,23,140
41,24,137
41,25,79
41,26,93
41,27,79
41,28,87
41,29,80
41,30,74
41,32,137
41,31,88
41,70,8
41,59,73
41,58,58
41,57,98
41,19,10
41,56,103
41,55,93
41,18,8
41,21,81
41,20,54
41,64,43
41,65,27
41,62,44
41,63,33
41,60,92
41,61,82
41,49,85
41,48,117
41,45,86
41,44,112
41,47,97
41,46,97
41,51,102
41,52,115
41,53,105
41,54,116
41,50,120
